OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
14410,1966,CA,USF,SQF, ,0,,,9,,1,208.754,,,,94,,1960,1273952.66,5540.513369
14411,1966,CA,CDF,SCU,BAKER 3 #3,0,1966/06/11 00:00:00+00,,14,,1,703.6335,,,,0000013A,,1960,4521359.73,9593.755386
14412,1966,CA,CDF,SCU,BLACK DIAMOND #2,0,1966/08/29 00:00:00+00,,14,,1,488.4427,,,,15,,1960,3190954.633,10460.52626
14413,1966,CA,CDF,MMU,COOK,0,1966/04/30 00:00:00+00,,14,,1,334.872,,,,34,,1960,2151348.512,9814.997436
14414,1966,CA,CDF,LNU,CORTINA RIDGE FIRE,0,1966/06/12 00:00:00+00,,14,,1,16323.1,,,,0000013A,,1960,109606419.1,64354.2997
14415,1966,CA,CDF,LNU,DEBOLT,0,1966/06/11 00:00:00+00,,14,,1,811.9772,,,,0000012A,,1960,5453874.906,15091.41994
14416,1966,CA,CDF,LNU,DUMP #12,0,1966/06/26 00:00:00+00,,14,,1,78.38509,,,,14,,1960,530595.6641,3152.748468
14417,1966,CA,CDF,SCU,ELWORTHY,0,1966/06/28 00:00:00+00,,14,,1,261.7718,,,,6,,1960,1707922.805,5465.546253
14418,1966,CA,CDF,BTU,FALL CREEK,0,1966/07/26 00:00:00+00,,14,,1,958.5593,,,,271,,1960,6593576.031,12228.32944
14419,1966,CA,CDF,SCU,FUSEE,0,1966/06/15 00:00:00+00,,14,,1,590.7201,,,,0000076A,,1960,3828137.801,11143.88766
14420,1966,CA,CDF,TCU,HOAG,0,1966/09/05 00:00:00+00,,14,,1,281.4801,,,,123,,1960,1841698.355,6594.34812
14421,1966,CA,CDF,TGU,HOLMES,0,1966/07/28 00:00:00+00,,14,,1,945.6096,,,,0000009A,,1960,6436029.148,20519.22696
14422,1966,CA,CDF,LNU,HOWARD,0,1966/09/05 00:00:00+00,,14,,1,754.5813,,,,170,,1960,5043268.645,11807.73799
14423,1966,CA,CDF,TCU,INDIAN CREEK,0,1966/08/22 00:00:00+00,,14,,1,430.0939,,,,114,,1960,2821357.125,7889.221176
14424,1966,CA,CDF,LNU,JERICHO,0,1966/08/06 00:00:00+00,,14,,1,2677.191,,,,137,,1960,17846506.9,24352.79894
14425,1966,CA,CDF,SCU,LA COSTA,0,1966/08/18 00:00:00+00,,14,,1,1278.201,,,,37,,1960,8238217.66,14910.10407
14426,1966,CA,CDF,BTU,LASSEN NF/CONCOW RD2,0,1966/10/31 00:00:00+00,,14,,1,3344.713,,,,446,,1960,22965519.83,26744.77232
14427,1966,CA,CDF,SLU,CAMPINDONICO,0,1966/09/28 00:00:00+00,,14,,1,2788.066,,,,237,,1960,16903196.27,23560.00584
14428,1966,CA,CDF,SLU,DOVER CANYON,0,1966/08/27 00:00:00+00,,14,,1,680.8585,,,,217,,1960,4175429.375,8291.188228
14429,1966,CA,CDF,SLU,OCEAN VIEW,0,1966/08/19 00:00:00+00,,14,,1,510.7261,,,,206,,1960,3139847.031,7146.328218
14430,1966,CA,USF,LPF, ,0,,,9,,1,531.889,,,,10,,1960,3294440.754,7407.165741
14431,1966,CA,CDF,BEU,BIANCHI,0,1966/06/13 00:00:00+00,,14,,1,281.7194,,,,110,,1960,1763138.09,5160.307385
14432,1966,CA,CDF,BEU,HWY. 101 M.P. 9.0,0,1966/05/25 00:00:00+00,,14,,1,286.8127,,,,80,,1960,1770897.434,5901.316664
14433,1966,CA,CDF,BEU,MERRITT,0,1966/06/09 00:00:00+00,,14,,1,153.1171,,,,96,,1960,948722.9023,5925.610681
14434,1966,CA,CDF,BEU,PORTER,0,1966/06/11 00:00:00+00,,14,,1,667.2156,,,,102,,1960,4117410.785,10925.38105
14435,1966,CA,CDF,BEU,VANETTI,0,1966/04/15 00:00:00+00,,14,,1,336.6334,,,,13,,1960,2110295.668,6944.168595
14436,1966,CA,CDF,FKU,VAN VLEET,0,1966/06/16 00:00:00+00,,14,,1,1821.417,,,,71,,1960,11579766.94,16425.72609
14437,1966,CA,CDF,RRU,INDIAN,0,1966/07/24 00:00:00+00,,14,,1,1404.903,,,,415,,1960,8238604.297,14059.91135
14438,1966,CA,CDF,RRU,OUTSIDE ORIGIN #4,0,1966/09/24 00:00:00+00,,14,,1,611.4583,,,,547,,1960,3578979.336,12512.83479
14439,1966,CA,CDF,RRU, ,0,,,14,,1,785.2802,,,,0,,1960,4620983.645,9847.256929
14440,1966,CA,CDF,RRU, ,0,,,14,,1,2577.01,,,,0,,1960,15160900.73,18100.56739
14441,1966,CA,CDF,RRU,MORONGO #7,0,1966/06/21 00:00:00+00,,14,,1,2871.719,,,,306,,1960,16903728.61,26254.21121
14442,1966,CA,USF,BDF, ,0,,,14,,1,70.42669,,,,0,,1960,417734.5742,2639.217479
14443,1966,CA,USF,BDF, ,0,,,14,,1,32.26931,,,,0,,1960,191202.6328,1664.294271
14444,1966,CA,USF,ENF, ,0,,,9,,1,151.5258,,,,000031G3,,1960,1013768.016,4809.031401
14445,1966,CA,USF,ENF,SLICK ROCK,0,1966/09/05 00:00:00+00,,1,,1,24.25027,,,,65,,1960,162175.4258,1866.421141
14446,1966,CA,CDF,SHU,LIGHTNING #13,0,1966/08/16 00:00:00+00,,14,,1,3750.248,,,,0,,1960,26306264.52,20930.81749
14447,1966,CA,CDF,TGU,P.G.&E. #1,0,1966/06/12 00:00:00+00,,14,,1,348.0329,,,,52,,1960,2393760.582,6246.600075
14448,1966,CA,CCO,LAC, ,0,1966/08/16 00:00:00+00,,14,,1,19.91767,,,,0,,1960,118377.9414,1411.755193
14449,1966,CA,CCO,LAC, ,0,1966/10/14 00:00:00+00,,14,,1,18.33726,,,,0,,1960,108997.0977,1360.309548
14450,1966,CA,CCO,LAC, ,0,1966/09/15 00:00:00+00,,14,,1,68.87429,,,,0,,1960,411577.8711,3007.334992
14451,1966,CA,USF,SQF, ,0,,,9,,1,6.335309,,,,125,,1960,39041.38281,822.8294499
14452,1966,CA,USF,SQF, ,0,,,1,,1,1570.638,,,,24,,1960,9623431.824,22332.77425
14453,1966,CA,USF,SQF, ,0,,,1,,1,38.61654,,,,118,,1960,240467.8164,2564.873568
14454,1966,CA,USF,CNF, ,0,,,9,,1,4488.208,,,,30,,1960,26094754.41,28414.92761
14455,1966,CA,USF,TOI, ,0,1966/05/26 00:00:00+00,,1,,1,19.07763,,,,15,,1960,125733.2656,1648.331159
14456,1966,CA,USF,MDF, ,0,,,9,,1,94.5228,,,,2,,1960,681401.5625,3645.874649
14457,1966,CA,CCO,MRN,LES CORDA RANCH,0,1966/06/01 00:00:00+00,,14,,1,587.7686,,,,174,,1960,3855634.566,8431.749089
14458,1966,CA,CCO,MRN,MARINCELLO,0,1966/10/16 00:00:00+00,,14,,1,567.7079,,,,387,,1960,3691652.988,9288.112383
14459,1966,CA,USF,SHF,LICK,0,,,9,,1,352.4118,,,,164,,1960,2519361.488,6981.515071
14460,1966,CA,CCO,VNC,BLACK CANYON,168,1966/10/14 00:00:00+00,,14,,1,1827.855,,,,0,,1960,10851115.53,15028.74959
14461,1966,CA,USF,SRF,PEAK,0,1966/05/27 00:00:00+00,,3,,1,7.965775,,,,457,,1960,58197.21875,856.269303
14462,1966,CA,USF,SRF,CORD,0,1966/05/11 00:00:00+00,,2,,1,15.9328,,,,300449,,1960,112855.2813,1192.392664
14463,1966,CA,USF,SRF,BUSS,0,1966/09/24 00:00:00+00,,9,,1,4.978911,,,,300467,,1960,35274.22656,666.6335308
14464,1966,CA,USF,LPF, ,0,,,14,,1,73.48824,,,,202,,1960,440623.3281,2424.103133
14465,1966,CA,USF,TNF, ,0,1966/08/14 00:00:00+00,1966/08/14 00:00:00+00,9,8,1,987.1718,,,,7,,1960,6732514.945,12420.0614
14466,1966,CA,USF,LPF, ,0,,,9,,1,181.736,,,,2,,1960,1091525.852,3856.16756
14467,1966,CA,USF,LPF, ,0,,,14,,1,388.7996,,,,201,,1960,2334943.285,5694.685004
14468,1966,CA,CCO,SBC,SCHOOLHOUSE,0,1966/07/18 00:00:00+00,,9,,1,2698.746,,,,369,,1960,16282872.79,18755.2119
14469,1966,CA,CDF,SNU, ,0,,,14,,1,498.8623,,,,0,,1960,3281910.68,8413.27907
14470,1966,CA,USF,LPF, ,0,,,14,,1,82.28406,,,,999,,1960,492055.9531,2737.28375
14471,1966,CA,CCO,SBC,HOLLISTER #5,0,1966/10/23 00:00:00+00,,14,,1,1063.066,,,,596,,1960,6346535.051,10036.14593
14472,1966,CA,CCO,SBC,VANDERBERG AFB #2,0,1966/07/11 00:00:00+00,,14,,1,238.7667,,,,341,,1960,1438563.703,4683.778713
14473,1966,CA,BLM,NOD,DORSEY BUTTE,0,1966/01/01 00:00:00+00,,14,,1,476.1524,,,,0,,1960,3381577.168,9240.423018
14474,1966,CA,USF,STF,KENNEDY ,,1966/07/17 00:00:00+00,1966/07/18 00:00:00+00,3,8,1,63.18875,20090305,,,20,,1960,415512.3711,2456.626791
14475,1966,CA,USF,STF,COWELL CREEK,,1966/05/01 00:00:00+00,1966/05/03 00:00:00+00,3,8,1,176.872,20090305,,,4,,1960,1161719.703,4317.08789
14476,1966,CA,USF,STF,SAN ANTONIO ,,1966/04/03 00:00:00+00,1966/04/04 00:00:00+00,5,6,1,200.0067,20090305,,,2,,1960,1313313.906,5330.758248
14477,1966,CA,NPS,YNP,ECHO,0,,,9,,1,146.1138, ,,,49,,1960,947203.0742,5487.995804
14478,1966,CA,NPS,YNP,TUOLUMNE PEAK,0,,,1,,1,37.77824, ,,,62,,1960,245848.6367,1760.059113
14479,1966,CA,NPS,YNP,LONG GULCH,0,,,1,,1,7.85078, ,,,60,,1960,51033.09375,801.9047713
14480,1966,CA,NPS,KNP,SENTINEL,0,1966/09/06 00:00:00+00,1966/09/07 00:00:00+00,1,8,1,5.116865,,,,6024,,1960,32319.40234,975.0518455
14481,1965,CA,USF,LPF,RANCHO,0,1965/08/15 00:00:00+00,,1,,1,187.266,,,,200,,1960,1123205.734,3977.459431
14482,1965,CA,CDF,SNU,ANDERSON,0,1965/09/17 00:00:00+00,,14,,1,4954.241,,,,283,,1960,32528325.08,37085.37607
14483,1965,CA,CDF,NEU,APPLEGATE,0,1965/09/16 00:00:00+00,,14,,1,3529.274,,,,373,,1960,23657842.57,27252.92181
14484,1965,CA,CDF,SNU,DELAITTRE,0,1965/10/23 00:00:00+00,,14,,1,420.6911,,,,332,,1960,2808104.93,7333.982656
14485,1965,CA,CDF,AEU,P.G. & E. #3,0,1965/09/17 00:00:00+00,,14,,1,1570.133,,,,69,,1960,10369422.22,16939.72705
14486,1965,CA,CDF,SNU,P.G.& E.#10,0,1965/09/16 00:00:00+00,,14,,1,13171.75,,,,277,,1960,87490809.07,61824.7562
14487,1965,CA,CDF,SNU,P.G.& E.#5,0,1965/09/17 00:00:00+00,,14,,1,3250.371,,,,280,,1960,21405880.64,31666.87092
14488,1965,CA,CDF,SNU,P.G.&E. #6,0,1965/09/17 00:00:00+00,,14,,1,7225.613,,,,281,,1960,47775683.09,35559.60255
14489,1965,CA,CDF,SNU,P.G.& E.#7,0,1965/09/17 00:00:00+00,,14,,1,1839.547,,,,284,,1960,12134897.73,20640.76522
14490,1965,CA,CDF,SNU,POCKET RANCH,0,1965/09/16 00:00:00+00,,14,,1,4815.973,,,,270,,1960,32100615.46,31687.27299
14491,1965,CA,CDF,HUU,ROADSIDE STATE #10,0,1965/10/04 00:00:00+00,,14,,1,217.611,,,,196,,1960,1530117.602,5720.109174
14492,1965,CA,CDF,NEU,SPRR #71,0,1965/09/16 00:00:00+00,,14,,1,268.4443,,,,372,,1960,1794652.816,6518.475631
14493,1965,CA,CDF,SCU,WINDY POINT,0,1965/09/16 00:00:00+00,,14,,1,520.9969,,,,7,,1960,3387576.27,13692.90649
14494,1965,CA,CDF,MVU,SUNCREST,0,1965/10/21 00:00:00+00,,14,,1,1434.481,,,,260,,1960,8242686.578,18551.5995
14495,1965,CA,CDF,RRU, ,0,,,14,,1,214.57,,,,0,,1960,1266068.23,4492.315169
14496,1965,CA,CDF,RRU, ,0,,,14,,1,492.0573,,,,0,,1960,2903105.176,7764.792168
14497,1965,CA,CDF,RRU, ,0,,,14,,1,113.9974,,,,0,,1960,671004.8281,3698.694681
14498,1965,CA,CDF,RRU, ,0,,,14,,1,111.2646,,,,0,,1960,652576.1484,3108.732392
14499,1965,CA,CDF,RRU, ,0,,,14,,1,996.7667,,,,0,,1960,5872869.441,14013.36925
14500,1965,CA,USF,LPF, ,0,,,9,,1,963.7209,,,,13,,1960,5766821.418,9382.883875
14501,1965,CA,CCO,KRN,CACHE MOUNTAIN,0,1965/09/05 00:00:00+00,,14,,1,493.7671,,,,326,,1960,3007353.973,8115.467922
14502,1965,CA,CCO,KRN,ROBERT MONROE RANCH,0,1965/09/14 00:00:00+00,,14,,1,244.1089,,,,336,,1960,1479765.867,5607.916324
14503,1965,CA,CCO,KRN,TECUYA,0,1965/08/11 00:00:00+00,,1,,1,586.6764,,,,283,,1960,3537799.234,10351.50679
14504,1965,CA,CDF,MVU,PAMO,0,1965/08/15 00:00:00+00,,9,,1,520.6637,,,,9,,1960,3011270.141,10879.37496
14505,1965,CA,USF,BDF, ,0,,,14,,1,56.62081,,,,0,,1960,334173.9023,2232.279394
14506,1965,CA,USF,BDF, ,0,,,14,,1,40.2757,,,,0,,1960,237009.207,1802.656185
14507,1965,CA,USF,BDF,OUTSIDE ORIGIN #9,0,1965/10/01 00:00:00+00,,14,,1,815.3291,,,,0,,1960,4765374.996,10814.94207
14508,1965,CA,USF,BDF, ,0,,,14,,1,57.0743,,,,0,,1960,337670.1211,2864.017893
14509,1965,CA,USF,BDF, ,0,,,14,,1,23.84044,,,,0,,1960,141773.1797,1595.895076
14510,1965,CA,USF,BDF, ,0,,,14,,1,49.2543,,,,0,,1960,292572.7695,2171.943483
14511,1965,CA,CDF,HUU,STEWART,0,1965/09/16 00:00:00+00,,14,,1,660.0201,,,,5,,1960,4583687.109,8907.536236
14512,1965,CA,CDF,SHU,H.V. F.D. #3,0,1965/09/16 00:00:00+00,,14,,1,1703.878,,,,0,,1960,11908074.42,15089.25654
14513,1965,CA,CDF,SHU,HIWAY 44,0,1965/06/16 00:00:00+00,,14,,1,13707.68,,,,0,,1960,96000253.21,49877.50996
14514,1965,CA,USF,PNF, ,0,,,9,,1,58.50426,,,,111,,1960,401740.0469,2710.262249
14515,1965,CA,USF,KNF, ,0,,,14,,1,8.384315,,,,6,,1960,60951.96094,910.2585765
14516,1965,CA,USF,KNF,M.P.362,0,1965/11/01 00:00:00+00,,14,,1,1147.104,,,,143,,1960,8292970.492,21046.60407
14517,1965,CA,CDF,SHU,CABIN,0,1965/10/02 00:00:00+00,,9,,1,3749.335,,,,19,,1960,26463052.82,31874.20502
14518,1965,CA,CCO,LAC, ,0,1965/10/02 00:00:00+00,,14,,1,31.03172,,,,0,,1960,183655.3477,1650.826093
14519,1965,CA,CCO,LAC, ,0,1965/10/20 00:00:00+00,,14,,1,406.3156,,,,0,,1960,2430910.93,7208.368158
14520,1965,CA,CCO,LAC, ,0,1965/07/23 00:00:00+00,,14,,1,580.1481,,,,0,,1960,3474155.484,9563.839051
14521,1965,CA,CCO,LAC, ,0,1965/08/22 00:00:00+00,,14,,1,22.93752,,,,0,,1960,135901.0625,1477.577758
14522,1965,CA,CCO,LAC, ,0,1965/08/26 00:00:00+00,,14,,1,381.7852,,,,0,,1960,2267179.418,7119.0381
14523,1965,CA,USF,SQF, ,0,,,9,,1,178.9477,,,,177,,1960,1099953.82,4726.592609
14524,1965,CA,USF,CNF, ,0,,,9,,1,151.3093,,,,26,,1960,874851.3125,4265.979387
14525,1965,CA,USF,CNF, ,0,,,9,,1,41.88717,,,,27,,1960,241507.3516,1891.508047
14526,1965,CA,CCO,KRN,HIDDEN CORRAL,0,1965/08/09 00:00:00+00,,1,,1,764.9768,,,,278,,1960,4618290.75,12306.47519
14527,1965,CA,USF,TOI, ,0,1965/08/10 00:00:00+00,,1,,1,60.56435,,,,45,,1960,404701.7266,3054.154079
14528,1965,CA,USF,MDF,CLEAR,0,1965/07/23 00:00:00+00,,1,,1,17.13145,,,,44,,1960,125033.0898,1722.802005
14529,1965,CA,USF,MDF,MILEPOST#47,0,1965/08/06 00:00:00+00,,9,,1,6.755729,,,,72,,1960,49070.0625,1316.940932
14530,1965,CA,USF,SRF,HAY,0,1965/07/30 00:00:00+00,,2,,1,35.34859,,,,453,,1960,258608.8281,1805.009566
14531,1965,CA,USF,SRF,AIKENS,0,1965/09/17 00:00:00+00,,2,,1,6.671538,,,,200495,,1960,47807.34766,776.0787593
14532,1965,CA,USF,SRF,INDIAN,0,1965/10/23 00:00:00+00,,2,,1,70.26717,,,,300443,,1960,499082.7539,3146.576653
14533,1965,CA,USF,SRF,COW,0,1965/10/31 00:00:00+00,,3,,1,180.4637,,,,300444,,1960,1272914.563,4974.237121
14534,1965,CA,USF,SRF,GIN,0,1965/08/06 00:00:00+00,,10,,1,28.12753,,,,400106,,1960,196755.082,1897.999747
14535,1965,CA,USF,SRF,SHACK,0,1965/07/01 00:00:00+00,,5,,1,7.752704,,,,400104,,1960,54219.06641,1100.599847
14536,1965,CA,CDF,SNU, ,0,,,14,,1,8445.702,,,,0,,1960,55498270.4,51691.87103
14537,1965,CA,CCO,SBC,GARDNER,0,1965/08/08 00:00:00+00,,14,,1,720.307,,,,305,,1960,4309262,8328.632618
14538,1965,CA,USF,STF,MIDDLE FORK ,,1965/09/02 00:00:00+00,1965/09/04 00:00:00+00,3,6,1,158.1888,20090305,,,116,,1960,1037786.887,5078.951719
14539,1965,CA,NPS,PIP, ,,1965/07/14 00:00:00+00,1965/07/14 00:00:00+00,14,6,1,10.18434,Greenlee & Moldenke only mpd to prk bndry,,,,,1960,63881.34375,1161.189561
14540,1964,CA,CDF,AEU,WHITR ROCK,0,1964/08/19 00:00:00+00,,14,,1,378.4451,,,,124,,1960,2507883.227,7209.93172
14541,1964,CA,CDF,AEU,JOSES SERIES,0,1964/07/05 00:00:00+00,,14,,1,679.6091,,,,48,,1960,4483694.734,17105.51795
14542,1964,CA,CDF,AEU,KANAKA VALLEY,0,1964/07/18 00:00:00+00,,14,,1,426.3442,,,,84,,1960,2841976.949,7983.780062
14543,1964,CA,CDF,BTU,LIGHTNING #1,0,1964/07/12 00:00:00+00,,14,,1,9875.978,,,,234,,1960,67812537.34,33754.051
14544,1964,CA,CDF,LMU,LIGHTNING #37,0,1964/10/05 00:00:00+00,,14,,1,1606.809,,,,107,,1960,11283830.98,18707.87138
14545,1964,CA,USF,SNF, ,0,,,14,,1,179.3684,,,,34,,1960,1142648.086,5488.040152
14546,1964,CA,USF,SNF, ,0,,,9,,1,407.6778,,,,39,,1960,2600729.379,7402.760999
14547,1964,CA,USF,SNF, ,0,,,1,,1,46.50313,,,,60,,1960,297871.5195,2639.441114
14548,1964,CA,USF,INF, ,0,,,1,,1,86.33311,,,,5402,,1960,539140.1484,3281.780022
14549,1964,CA,CDF,TGU,PROMONTORY PEAK,0,1964/02/24 00:00:00+00,,14,,1,200.6204,,,,1,,1960,1384832.789,4316.171366
14550,1964,CA,USF,LNF, ,0,,,9,,1,182.9738,,,,53,,1960,1297379.258,5060.80799
14551,1964,CA,CCO,LAC, ,0,1964/09/08 00:00:00+00,,14,,1,18.58301,,,,0,,1960,110803.8398,1475.827061
14552,1964,CA,CCO,LAC, ,0,1964/03/16 00:00:00+00,,14,,1,2692.326,,,,0,,1960,16011698.84,34866.61293
14553,1964,CA,CCO,LAC, ,0,1964/07/24 00:00:00+00,,14,,1,85.54276,,,,0,,1960,506604.2344,4367.525065
14554,1964,CA,CCO,LAC, ,0,1964/07/09 00:00:00+00,,14,,1,163.7512,,,,0,,1960,975202.4258,4481.510026
14555,1964,CA,CCO,LAC, ,0,1964/07/02 00:00:00+00,,14,,1,11365.33,,,,0,,1960,67984043.96,73127.69415
14556,1964,CA,USF,BDF, ,0,,,14,,1,239.5683,,,,0,,1960,1419413.879,5888.491677
14557,1964,CA,CDF,LNU,ROADSIDE #22,0,1964/07/11 00:00:00+00,,14,,1,538.8669,,,,113,,1960,3545174.059,9066.391726
14558,1964,CA,CDF,BEU,BARBREE,0,1964/06/16 00:00:00+00,,14,,1,257.119,,,,98,,1960,1599314.398,6983.406104
14559,1964,CA,CDF,BEU,ECHENIQUE,0,1964/05/02 00:00:00+00,,14,,1,323.729,,,,27,,1960,2008456.535,5936.092787
14560,1964,CA,CDF,BEU,LITTLE OAK FLAT,0,1964/06/24 00:00:00+00,,14,,1,1611.057,,,,111,,1960,9942871.652,15669.70801
14561,1964,CA,CDF,BEU,PINE CANYON,0,1964/08/07 00:00:00+00,,14,,1,481.8555,,,,179,,1960,3029563.828,6296.549082
14562,1964,CA,CDF,FKU,P.G.&E. #16,0,1964/07/26 00:00:00+00,,14,,1,349.3309,,,,84,,1960,2220086.82,6403.054661
14563,1964,CA,CDF,BTU,SOUTH TABLE,0,1964/10/13 00:00:00+00,,14,,1,413.4221,,,,0,,1960,2817419.887,6723.373239
14564,1964,CA,CDF,MVU,COTTENWOOD,0,1964/05/25 00:00:00+00,,14,,1,343.369,,,,79,,1960,1984489.813,6496.127621
14565,1964,CA,CDF,RRU,WOODCHUCK,0,1964/08/23 00:00:00+00,,14,,1,1721.098,,,,363,,1960,10036288.85,16986.47092
14566,1964,CA,USF,LPF,SESPE,0,1964/08/23 00:00:00+00,,9,,1,770.6365,,,,24,,1960,4603668.504,8076.685507
14567,1964,CA,CCO,VNC,CASITAS PASS,0,1964/07/01 00:00:00+00,,14,,1,133.625,,,,0,,1960,795825.75,3832.808308
14568,1964,CA,CCO,KRN,LOUIS V. OLCESE EST.,0,1964/06/23 00:00:00+00,,14,,1,268.2808,,,,174,,1960,1640423.563,8526.930374
14569,1964,CA,CCO,KRN,SYCAMORE CANYON,0,1964/07/25 00:00:00+00,,14,,1,458.9948,,,,237,,1960,2795660.633,8116.020547
14570,1964,CA,CDF,LNU,ROADSIDE #42,0,1964/09/21 00:00:00+00,,14,,1,8956.766,,,,204,,1960,58975363.38,50646.35543
14571,1964,CA,CDF,NEU,ROADSIDE #51,0,1964/09/19 00:00:00+00,,14,,1,3545.274,,,,370,,1960,23744300.67,29021.97602
14572,1964,CA,CDF,HUU,ROBERTS COOP. ESCAPE,0,1964/09/18 00:00:00+00,,14,,1,631.5454,,,,253,,1960,4398568.434,11253.70521
14573,1964,CA,CDF,SCU,S.P.R.R. #2,0,1964/07/11 00:00:00+00,,14,,1,358.1099,,,,10,,1960,2315663.898,18704.36462
14574,1964,CA,CDF,LNU,SOUTH JACKSON CANYON,0,1964/08/05 00:00:00+00,,14,,1,718.2783,,,,13,,1960,4818515.195,8809.589373
14575,1964,CA,CDF,HUU,TELEGRAPH CREEK,0,1964/04/14 00:00:00+00,,14,,1,496.7822,,,,16,,1960,3433322.574,8381.357736
14576,1964,CA,CDF,BTU,W.P.R.R. #6A,0,1964/06/25 00:00:00+00,,14,,1,732.921,,,,173,,1960,5000198.301,9352.690984
14577,1964,CA,CDF,SCU,WESTERN PACIFIC RR#3,0,1964/07/12 00:00:00+00,,14,,1,124.6513,,,,17,,1960,807549.6406,4182.046899
14578,1964,CA,CCO,LAC, ,0,1964/04/16 00:00:00+00,,14,,1,380.332,,,,0,,1960,2273320.695,8606.40686
14579,1964,CA,CCO,LAC, ,0,1964/06/28 00:00:00+00,,14,,1,73.56831,,,,0,,1960,438408.9063,3245.670907
14580,1964,CA,CCO,LAC, ,0,1964/05/26 00:00:00+00,,14,,1,43.77365,,,,0,,1960,259963.543,2470.46904
14581,1964,CA,CCO,LAC, ,0,1964/03/16 00:00:00+00,,14,,1,6950.071,,,,0,,1960,41219102.76,45898.44278
14582,1964,CA,CCO,LAC, ,0,1964/09/24 00:00:00+00,,14,,1,19.23604,,,,0,,1960,114231.3828,1745.358724
14583,1964,CA,CCO,LAC, ,0,1964/03/16 00:00:00+00,,14,,1,1458.297,,,,0,,1960,8639400.172,23367.48058
14584,1964,CA,CCO,LAC, ,0,1964/03/16 00:00:00+00,,14,,1,900.3367,,,,0,,1960,5335669.766,13745.45674
14585,1964,CA,CCO,LAC, ,0,1964/09/10 00:00:00+00,,14,,1,3506.664,,,,0,,1960,20974613.86,33588.67866
14586,1964,CA,CCO,LAC, ,0,1964/12/27 00:00:00+00,,14,,1,4.779476,,,,0,,1960,28433.08594,717.4597893
14587,1964,CA,USF,CNF, ,0,,,9,,1,167.5111,,,,25,,1960,959547.2773,4613.290292
14588,1964,CA,USF,BDF,PINNACLES,0,1964/08/01 00:00:00+00,,14,,1,361.8211,,,,0,,1960,2151157.25,6175.384578
14589,1964,CA,USF,BDF,BURRO,0,1964/08/01 00:00:00+00,,14,,1,214.5023,,,,0,,1960,1271755.602,7027.283774
14590,1964,CA,CDF,BDU,ETIWANDA,0,1964/02/02 00:00:00+00,,14,,1,423.5755,,,,40,,1960,2510416.109,11330.54279
14591,1964,CA,CDF,BDU,COZY DELL,0,1964/07/21 00:00:00+00,,14,,1,19218.11,,,,231,,1960,114253456.7,101474.6678
14592,1964,CA,CDF,MEU,BUSCH CREEK,0,1964/08/04 00:00:00+00,,14,,1,116.3124,,,,147,,1960,788415.0313,4361.823211
14593,1964,CA,CDF,MMU,MERCED COUNTY #7,0,1964/08/10 00:00:00+00,,14,,1,451.9859,,,,0000013A,,1960,2891196.934,7389.041991
14594,1964,CA,CDF,TCU,MEXICAN GULCH #2,0,1964/08/23 00:00:00+00,,14,,1,392.0338,,,,133,,1960,2576471.781,7093.128967
14595,1964,CA,USF,ENF,HELL HOLE,0,1964/06/22 00:00:00+00,,9,,1,21.94845,,,,9,,1960,147562.6094,1953.149775
14596,1964,CA,CDF,LNU,P.G.& E.,0,1964/09/21 00:00:00+00,,14,,1,1895.499,,,,133,,1960,12772678.05,19560.51118
14597,1964,CA,CDF,LNU,P.G.&E. #6,0,1964/09/21 00:00:00+00,,14,,1,452.6951,,,,211,,1960,2995477.863,7500.092887
14598,1964,CA,CDF,AEU,PLACER ROADSIDE #51,0,1964/09/21 00:00:00+00,,14,,1,1716.726,,,,370,,1960,11489314.36,18594.07333
14599,1964,CA,CDF,LNU,ROADSIDE #14,0,1964/06/25 00:00:00+00,,14,,1,230.7719,,,,77,,1960,1529123.434,4902.874145
14600,1964,CA,USF,SQF, ,0,,,9,,1,33.2897,,,,17,,1960,204914.1914,2048.77564
14601,1964,CA,USF,SQF, ,0,,,9,,1,75.22594,,,,72,,1960,461308.6484,2673.801161
14602,1964,CA,USF,SQF, ,0,,,9,,1,24.7426,,,,7,,1960,151436.0234,1719.632321
14603,1964,CA,USF,SQF, ,0,,,9,,1,3.784023,,,,71,,1960,23159.29297,760.4530036
14604,1964,CA,USF,SQF, ,0,,,9,,1,1184.143,,,,12,,1960,7250258.566,12482.57129
14605,1964,CA,USF,SQF, ,0,,,9,,1,743.9081,,,,16,,1960,4588817.816,9407.517401
14606,1964,CA,CDF,MVU,EASTWOOD,0,1964/10/20 00:00:00+00,,9,,1,893.3697,,,,301,,1960,5164871.652,15864.98244
14607,1964,CA,USF,CNF, ,0,,,1,,1,1963.398,,,,20,,1960,11413814,19832.23086
14608,1964,CA,USF,CNF, ,0,,,9,,1,128.0836,,,,22,,1960,746300.2734,4389.222312
14609,1964,CA,USF,TOI, ,0,1964/07/21 00:00:00+00,,8,,1,37.47099,,,,10,,1960,249984.918,1930.473551
